k;alpha;nPayments;End Epoch;DeployGas;StartConfirmGas;MaxConfirmGas;MinConfirmGas;PayGas
40;8;2;Yes;3355770;1177393;65056;50056;677267
40;8;3;No;3355770;198136;65056;50056;269121
40;8;3;Yes;3355770;1219460;65056;50056;689197
40;8;4;No;3355770;240214;65056;50056;281051
40;8;4;Yes;3355770;1261538;65056;50056;701127
40;8;5;No;3355770;282268;65056;50056;292981
40;8;5;Yes;3355770;1303593;65056;50056;713057
40;8;6;No;3355770;324347;65056;50056;304911
40;8;6;Yes;3355770;1345671;65056;50056;724987
40;8;7;No;3355770;366413;65056;50056;316841
40;8;7;Yes;3355770;1387738;65056;50056;736917
40;8;8;No;3355770;408479;65056;50056;328771
40;8;8;Yes;3355770;1429804;65056;50056;748847
40;8;9;No;3355770;450533;65056;50056;340701
40;8;9;Yes;3355770;1471859;65056;50056;760777
40;8;10;No;3355770;492611;65056;50056;352631
40;8;10;Yes;3355770;1513938;65056;50056;772707
40;8;11;No;3355770;534666;65056;50056;364561
40;8;11;Yes;3355770;1555992;65056;50056;784637
40;8;12;No;3355770;576744;65056;50056;376491
40;8;12;Yes;3355770;1598071;65056;50056;796567
40;8;13;No;3355770;618798;65056;50056;388421
40;8;13;Yes;3355770;1640126;65056;50056;808497
40;8;14;No;3355770;660876;65056;50056;400351
40;8;14;Yes;3355770;1682204;65056;50056;820427
40;8;15;No;3355770;702943;65056;50056;412281
40;8;15;Yes;3355770;1724271;65056;50056;832357
40;8;16;No;3355770;745009;65056;50056;424211
40;8;16;Yes;3355770;1766338;65056;50056;844287
40;8;17;No;3355770;787063;65056;50056;436141
40;8;17;Yes;3355770;1808392;65056;50056;856217
40;8;18;No;3355770;829142;65056;50056;448071
40;8;18;Yes;3355770;1850471;65056;50056;868147
40;8;19;No;3355770;871196;65056;50056;460001
40;8;19;Yes;3355770;1892526;65056;50056;880077
40;8;20;No;3355770;913275;65056;50056;471931
40;8;20;Yes;3355770;1934605;65056;50056;892007
40;8;21;No;3355770;955329;65056;50056;483861
40;8;21;Yes;3355770;1976659;65056;50056;903937
40;8;22;No;3355770;997395;65056;50056;495791
40;8;22;Yes;3355770;2018726;65056;50056;915867
40;8;23;No;3355770;1039462;65056;50056;507721
40;8;23;Yes;3355770;2060793;65056;50056;927797
40;8;24;No;3355770;1081528;65056;50056;519651
40;8;24;Yes;3355770;2102860;65056;50056;939727
40;8;25;No;3355770;1123583;65056;50056;531581
40;8;25;Yes;3355770;2144915;65056;50056;951657
40;8;26;No;3355770;1165661;65056;50056;543511
40;8;26;Yes;3355770;2186994;65056;50056;963587
40;8;27;No;3355770;1207716;65056;50056;555441
40;8;27;Yes;3355770;2229048;65056;50056;975517
40;8;28;No;3355770;1249794;65056;50056;567371
40;8;28;Yes;3355770;2271127;65056;50056;987447
40;8;29;No;3355770;1291849;65056;50056;579301
40;8;29;Yes;3355770;2313182;65056;50056;999377
40;8;30;No;3355770;1333927;65056;50056;591231
40;8;30;Yes;3355770;2355261;65056;50056;1011307
40;8;31;No;3355770;1375994;65056;50056;603161
40;8;31;Yes;3355770;2397328;65056;50056;1023237
40;8;32;No;3355770;1418048;65056;50056;615091
40;8;32;Yes;3355770;2439383;65056;50056;1035167
40;8;33;No;3355770;1460103;65056;50056;627021
40;8;33;Yes;3355770;2481438;65056;50056;1047097
40;8;34;No;3355770;1502182;65056;50056;638951
40;8;34;Yes;3355770;2523517;65056;50056;1059027
40;8;35;No;3355770;1544236;65056;50056;650881
40;8;35;Yes;3355770;2565572;65056;50056;1070957
40;8;36;No;3355770;1586315;65056;50056;662811
40;8;36;Yes;3355770;2607651;65056;50056;1082887
40;8;37;No;3355770;1628370;65056;50056;674741
40;8;37;Yes;3355770;2649706;65056;50056;1094817
40;8;38;No;3355770;1670448;65056;50056;686671
40;8;38;Yes;3355770;2691785;65056;50056;1106747
40;8;39;No;3355770;1712515;65056;50056;698601
40;8;39;Yes;3355770;2733852;65056;50056;1118677
40;8;40;No;3355770;1754582;65056;50056;710531
40;8;40;Yes;3355770;2775919;65056;50056;1130607
40;8;41;No;3355770;1796636;65056;50056;722461
40;8;41;Yes;3355770;2817974;65056;50056;1142537
40;8;42;No;3355770;1838715;65056;50056;734391
40;8;42;Yes;3355770;2860053;65056;50056;1154467
40;8;43;No;3355770;1880758;65056;50056;746321
40;8;43;Yes;3355770;2902097;65056;50056;1166397
40;8;44;No;3355770;1922837;65056;50056;758251
40;8;44;Yes;3355770;2944176;65056;50056;1178327
40;8;45;No;3355770;1964891;65056;50056;770181
40;8;45;Yes;3355770;2986231;65056;50056;1190257
40;8;46;No;3355770;2006970;65056;50056;782111
40;8;46;Yes;3355770;3028310;65056;50056;1202187
40;8;47;No;3355770;2049037;65056;50056;794041
40;8;47;Yes;3355770;3070377;65056;50056;1214117
40;8;48;No;3355770;2091104;65056;50056;805971
40;8;48;Yes;3355770;3112444;65056;50056;1226047
40;12;1;No;3533666;114004;65056;50056;262581
40;12;1;Yes;3533666;1217232;65056;50056;717062
40;12;2;No;3533666;156082;65056;50056;274511
40;12;2;Yes;3533666;1259310;65056;50056;728992
40;12;3;No;3533666;198148;65056;50056;286441
40;12;3;Yes;3533666;1301377;65056;50056;740922
40;12;4;No;3533666;240226;65056;50056;298371
40;12;4;Yes;3533666;1343455;65056;50056;752852
40;12;5;No;3533666;282280;65056;50056;310301
40;12;5;Yes;3533666;1385510;65056;50056;764782
40;12;6;No;3533666;324359;65056;50056;322231
40;12;6;Yes;3533666;1427588;65056;50056;776712
40;12;7;No;3533666;366425;65056;50056;334161
40;12;7;Yes;3533666;1469655;65056;50056;788642
40;12;8;No;3533666;408491;65056;50056;346091
40;12;8;Yes;3533666;1511722;65056;50056;800572
40;12;9;No;3533666;450545;65056;50056;358021
40;12;9;Yes;3533666;1553776;65056;50056;812502
40;12;10;No;3533666;492623;65056;50056;369951
40;12;10;Yes;3533666;1595855;65056;50056;824432
40;12;11;No;3533666;534678;65056;50056;381881
40;12;11;Yes;3533666;1637910;65056;50056;836362
40;12;12;No;3533666;576756;65056;50056;393811
40;12;12;Yes;3533666;1679988;65056;50056;848292
40;12;13;No;3533666;618810;65056;50056;405741
40;12;13;Yes;3533666;1722043;65056;50056;860222
40;12;14;No;3533666;660888;65056;50056;417671
40;12;14;Yes;3533666;1764122;65056;50056;872152
40;12;15;No;3533666;702955;65056;50056;429601
40;12;15;Yes;3533666;1806188;65056;50056;884082
40;12;16;No;3533666;745021;65056;50056;441531
40;12;16;Yes;3533666;1848255;65056;50056;896012
40;12;17;No;3533666;787075;65056;50056;453461
40;12;17;Yes;3533666;1890310;65056;50056;907942
40;12;18;No;3533666;829142;65056;50056;465391
40;12;18;Yes;3533666;1932377;65056;50056;919872
40;12;19;No;3533666;871196;65056;50056;477321
40;12;19;Yes;3533666;1974431;65056;50056;931802
40;12;20;No;3533666;913275;65056;50056;489251
40;12;20;Yes;3533666;2016510;65056;50056;943732
40;12;21;No;3533666;955329;65056;50056;501181
40;12;21;Yes;3533666;2058565;65056;50056;955662
40;12;22;No;3533666;997407;65056;50056;513111
40;12;22;Yes;3533666;2100644;65056;50056;967592
40;12;23;No;3533666;1039474;65056;50056;525041
40;12;23;Yes;3533666;2142711;65056;50056;979522
40;12;24;No;3533666;1081540;65056;50056;536971
40;12;24;Yes;3533666;2184778;65056;50056;991452
40;12;25;No;3533666;1123595;65056;50056;548901
40;12;25;Yes;3533666;2226832;65056;50056;1003382
40;12;26;No;3533666;1165673;65056;50056;560831
40;12;26;Yes;3533666;2268911;65056;50056;1015312
40;12;27;No;3533666;1207728;65056;50056;572761
40;12;27;Yes;3533666;2310966;65056;50056;1027242
40;12;28;No;3533666;1249794;65056;50056;584691
40;12;28;Yes;3533666;2353033;65056;50056;1039172
40;12;29;No;3533666;1291849;65056;50056;596621
40;12;29;Yes;3533666;2395088;65056;50056;1051102
40;12;30;No;3533666;1333927;65056;50056;608551
40;12;30;Yes;3533666;2437167;65056;50056;1063032
40;12;31;No;3533666;1375994;65056;50056;620481
40;12;31;Yes;3533666;2479234;65056;50056;1074962
40;12;32;No;3533666;1418060;65056;50056;632411
40;12;32;Yes;3533666;2521301;65056;50056;1086892
40;12;33;No;3533666;1460115;65056;50056;644341
40;12;33;Yes;3533666;2563356;65056;50056;1098822
40;12;34;No;3533666;1502194;65056;50056;656271
40;12;34;Yes;3533666;2605435;65056;50056;1110752
40;12;35;No;3533666;1544248;65056;50056;668201
40;12;35;Yes;3533666;2647490;65056;50056;1122682
40;12;36;No;3533666;1586327;65056;50056;680131
40;12;36;Yes;3533666;2689569;65056;50056;1134612
40;12;37;No;3533666;1628382;65056;50056;692061
40;12;37;Yes;3533666;2731624;65056;50056;1146542
40;12;38;No;3533666;1670460;65056;50056;703991
40;12;38;Yes;3533666;2773703;65056;50056;1158472
40;12;39;No;3533666;1712515;65056;50056;715921
40;12;39;Yes;3533666;2815758;65056;50056;1170402
40;12;40;No;3533666;1754582;65056;50056;727851
40;12;40;Yes;3533666;2857825;65056;50056;1182332
40;12;41;No;3533666;1796636;65056;50056;739781
40;12;41;Yes;3533666;2899881;65056;50056;1194262
40;12;42;No;3533666;1838715;65056;50056;751711
40;12;42;Yes;3533666;2941960;65056;50056;1206192
40;12;43;No;3533666;1880770;65056;50056;763641
40;12;43;Yes;3533666;2984015;65056;50056;1218122
40;12;44;No;3533666;1922849;65056;50056;775571
40;12;44;Yes;3533666;3026094;65056;50056;1230052
40;12;45;No;3533666;1964903;65056;50056;787501
40;12;45;Yes;3533666;3068149;65056;50056;1241982
40;12;46;No;3533666;2006982;65056;50056;799431
40;12;46;Yes;3533666;3110228;65056;50056;1253912
40;12;47;No;3533666;2049049;65056;50056;811361
40;12;47;Yes;3533666;3152296;65056;50056;1265842
40;12;48;No;3533666;2091116;65056;50056;823291
40;12;48;Yes;3533666;3194363;65056;50056;1277772
40;12;49;No;3533666;2133183;65056;50056;835221
40;12;49;Yes;3533666;3236430;65056;50056;1289702
40;12;50;No;3533666;2175262;65056;50056;847151
40;12;50;Yes;3533666;3278509;65056;50056;1301632
40;12;51;No;3533666;2217316;65056;50056;859081
40;12;51;Yes;3533666;3320565;65056;50056;1313562
40;12;52;No;3533666;2259395;65056;50056;871011
40;12;52;Yes;3533666;3362644;65056;50056;1325492
50;5;1;No;3667169;114004;65056;50056;275571
50;5;1;Yes;3667169;1278661;65056;50056;755855
50;5;2;No;3667169;156082;65056;50056;287501
50;5;2;Yes;3667169;1320739;65056;50056;767785
50;5;3;No;3667169;198148;65056;50056;299431
50;5;3;Yes;3667169;1362806;65056;50056;779715
50;5;4;No;3667169;240226;65056;50056;311361
50;5;4;Yes;3667169;1404884;65056;50056;791645
50;5;5;No;3667169;282280;65056;50056;323291
50;5;5;Yes;3667169;1446939;65056;50056;803575
50;5;6;No;3667169;324359;65056;50056;335221
50;5;6;Yes;3667169;1489017;65056;50056;815505
50;5;7;No;3667169;366425;65056;50056;347151
50;5;7;Yes;3667169;1531084;65056;50056;827435
50;5;8;No;3667169;408491;65056;50056;359081
50;5;8;Yes;3667169;1573151;65056;50056;839365
50;5;9;No;3667169;450533;65056;50056;371011
50;5;9;Yes;3667169;1615193;65056;50056;851295
50;5;10;No;3667169;492611;65056;50056;382941
50;5;10;Yes;3667169;1657272;65056;50056;863225
50;5;11;No;3667169;534666;65056;50056;394871
50;5;11;Yes;3667169;1699327;65056;50056;875155
50;5;12;No;3667169;576744;65056;50056;406801
50;5;12;Yes;3667169;1741405;65056;50056;887085
50;5;13;No;3667169;618798;65056;50056;418731
50;5;13;Yes;3667169;1783460;65056;50056;899015
50;5;14;No;3667169;660876;65056;50056;430661
50;5;14;Yes;3667169;1825539;65056;50056;910945
50;5;15;No;3667169;702943;65056;50056;442591
50;5;15;Yes;3667169;1867606;65056;50056;922875
50;5;16;No;3667169;744997;65056;50056;454521
50;5;16;Yes;3667169;1909660;65056;50056;934805
50;5;17;No;3667169;787051;65056;50056;466451
50;5;17;Yes;3667169;1951715;65056;50056;946735
50;5;18;No;3667169;829130;65056;50056;478381
50;5;18;Yes;3667169;1993794;65056;50056;958665
50;5;19;No;3667169;871184;65056;50056;490311
50;5;19;Yes;3667169;2035849;65056;50056;970595
50;5;20;No;3667169;913263;65056;50056;502241
50;5;20;Yes;3667169;2077927;65056;50056;982525
50;5;21;No;3667169;955317;65056;50056;514171
50;5;21;Yes;3667169;2119982;65056;50056;994455
50;5;22;No;3667169;997395;65056;50056;526101
50;5;22;Yes;3667169;2162061;65056;50056;1006385
50;5;23;No;3667169;1039462;65056;50056;538031
50;5;23;Yes;3667169;2204128;65056;50056;1018315
50;5;24;No;3667169;1081528;65056;50056;549961
50;5;24;Yes;3667169;2246195;65056;50056;1030245
50;5;25;No;3667169;1123583;65056;50056;561891
50;5;25;Yes;3667169;2288250;65056;50056;1042175
50;5;26;No;3667169;1165661;65056;50056;573821
50;5;26;Yes;3667169;2330329;65056;50056;1054105
50;5;27;No;3667169;1207716;65056;50056;585751
50;5;27;Yes;3667169;2372384;65056;50056;1066035
50;5;28;No;3667169;1249794;65056;50056;597681
50;5;28;Yes;3667169;2414463;65056;50056;1077965
50;5;29;No;3667169;1291849;65056;50056;609611
50;5;29;Yes;3667169;2456518;65056;50056;1089895
50;5;30;No;3667169;1333927;65056;50056;621541
50;5;30;Yes;3667169;2498597;65056;50056;1101825
50;5;31;No;3667169;1375982;65056;50056;633471
50;5;31;Yes;3667169;2540652;65056;50056;1113755
50;5;32;No;3667169;1418048;65056;50056;645401
50;5;32;Yes;3667169;2582719;65056;50056;1125685
50;5;33;No;3667169;1460103;65056;50056;657331
50;5;33;Yes;3667169;2624774;65056;50056;1137615
50;5;34;No;3667169;1502182;65056;50056;669261
50;5;34;Yes;3667169;2666853;65056;50056;1149545
50;5;35;No;3667169;1544236;65056;50056;681191
50;5;35;Yes;3667169;2708908;65056;50056;1161475
50;5;36;No;3667169;1586291;65056;50056;693121
50;5;36;Yes;3667169;2750963;65056;50056;1173405
50;5;37;No;3667169;1628346;65056;50056;705051
50;5;37;Yes;3667169;2793018;65056;50056;1185335
50;5;38;No;3667169;1670424;65056;50056;716981
50;5;38;Yes;3667169;2835097;65056;50056;1197265
50;5;39;No;3667169;1712491;65056;50056;728911
50;5;39;Yes;3667169;2877164;65056;50056;1209195
50;5;40;No;3667169;1754558;65056;50056;740841
50;5;40;Yes;3667169;2919231;65056;50056;1221125
50;5;41;No;3667169;1796612;65056;50056;752771
50;5;41;Yes;3667169;2961286;65056;50056;1233055
50;5;42;No;3667169;1838691;65056;50056;764701
50;5;42;Yes;3667169;3003365;65056;50056;1244985
50;5;43;No;3667169;1880746;65056;50056;776631
50;5;43;Yes;3667169;3045421;65056;50056;1256915
50;5;44;No;3667169;1922825;65056;50056;788561
50;5;44;Yes;3667169;3087500;65056;50056;1268845
50;5;45;No;3667169;1964879;65056;50056;800491
50;5;45;Yes;3667169;3129555;65056;50056;1280775
50;5;46;No;3667169;2006946;65056;50056;812421
50;5;46;Yes;3667169;3171622;65056;50056;1292705
50;5;47;No;3667169;2049013;65056;50056;824351
50;5;47;Yes;3667169;3213690;65056;50056;1304635
50;5;48;No;3667169;2091080;65056;50056;836281
50;5;48;Yes;3667169;3255757;65056;50056;1316565
50;5;49;No;3667169;2133135;65056;50056;848211
50;5;49;Yes;3667169;3297812;65056;50056;1328495
50;5;50;No;3667169;2175214;65056;50056;860141
50;5;50;Yes;3667169;3339891;65056;50056;1340425
50;5;50;No;3667169;2175214;65056;50056;860141
50;5;50;Yes;3667169;3339231;65056;50056;1340425
50;5;51;No;3667169;2217268;65056;50056;872071
50;5;51;Yes;3667169;3381287;65056;50056;1352355
50;5;52;No;3667169;2259347;65056;50056;884001
50;5;52;Yes;3667169;3423366;65056;50056;1364285
50;5;53;No;3667169;2301402;65056;50056;895931
50;5;53;Yes;3667169;3465421;65056;50056;1376215
50;5;54;No;3667169;2343481;65056;50056;907861
50;5;54;Yes;3667169;3507501;65056;50056;1388145
50;5;55;No;3667169;2385548;65056;50056;919791
50;5;55;Yes;3667169;3549568;65056;50056;1400075
50;10;1;No;3889554;114004;65056;50056;297221
50;10;1;Yes;3889554;1380322;65056;50056;820511
50;10;2;No;3889554;156082;65056;50056;309151
50;10;2;Yes;3889554;1422400;65056;50056;832441
50;10;3;No;3889554;198148;65056;50056;321081
50;10;3;Yes;3889554;1464467;65056;50056;844371
50;10;4;No;3889554;240226;65056;50056;333011
50;10;4;Yes;3889554;1506546;65056;50056;856301
50;10;5;No;3889554;282280;65056;50056;344941
50;10;5;Yes;3889554;1548600;65056;50056;868231
50;10;6;No;3889554;324359;65056;50056;356871
50;10;6;Yes;3889554;1590679;65056;50056;880161
50;10;7;No;3889554;366425;65056;50056;368801
50;10;7;Yes;3889554;1632746;65056;50056;892091
50;10;8;No;3889554;408491;65056;50056;380731
50;10;8;Yes;3889554;1674812;65056;50056;904021
50;10;9;No;3889554;450545;65056;50056;392661
50;10;9;Yes;3889554;1716867;65056;50056;915951
50;10;10;No;3889554;492611;65056;50056;404591
50;10;10;Yes;3889554;1758934;65056;50056;927881
50;10;11;No;3889554;534666;65056;50056;416521
50;10;11;Yes;3889554;1800988;65056;50056;939811
50;10;12;No;3889554;576744;65056;50056;428451
50;10;12;Yes;3889554;1843067;65056;50056;951741
50;10;13;No;3889554;618798;65056;50056;440381
50;10;13;Yes;3889554;1885122;65056;50056;963671
50;10;14;No;3889554;660876;65056;50056;452311
50;10;14;Yes;3889554;1927201;65056;50056;975601
50;10;15;No;3889554;702943;65056;50056;464241
50;10;15;Yes;3889554;1969267;65056;50056;987531
50;10;16;No;3889554;745009;65056;50056;476171
50;10;16;Yes;3889554;2011334;65056;50056;999461
50;10;17;No;3889554;787063;65056;50056;488101
50;10;17;Yes;3889554;2053389;65056;50056;1011391
50;10;18;No;3889554;829142;65056;50056;500031
50;10;18;Yes;3889554;2095468;65056;50056;1023321
50;10;19;No;3889554;871196;65056;50056;511961
50;10;19;Yes;3889554;2137523;65056;50056;1035251
50;10;20;No;3889554;913275;65056;50056;523891
50;10;20;Yes;3889554;2179602;65056;50056;1047181
50;10;21;No;3889554;955329;65056;50056;535821
50;10;21;Yes;3889554;2221656;65056;50056;1059111
50;10;22;No;3889554;997407;65056;50056;547751
50;10;22;Yes;3889554;2263735;65056;50056;1071041
50;10;23;No;3889554;1039474;65056;50056;559681
50;10;23;Yes;3889554;2305802;65056;50056;1082971
50;10;24;No;3889554;1081540;65056;50056;571611
50;10;24;Yes;3889554;2347869;65056;50056;1094901
50;10;25;No;3889554;1123595;65056;50056;583541
50;10;25;Yes;3889554;2389924;65056;50056;1106831
50;10;26;No;3889554;1165673;65056;50056;595471
50;10;26;Yes;3889554;2432003;65056;50056;1118761
50;10;27;No;3889554;1207728;65056;50056;607401
50;10;27;Yes;3889554;2474058;65056;50056;1130691
50;10;28;No;3889554;1249806;65056;50056;619331
50;10;28;Yes;3889554;2516137;65056;50056;1142621
50;10;29;No;3889554;1291861;65056;50056;631261
50;10;29;Yes;3889554;2558192;65056;50056;1154551
50;10;30;No;3889554;1333939;65056;50056;643191
50;10;30;Yes;3889554;2600271;65056;50056;1166481
50;10;31;No;3889554;1376006;65056;50056;655121
50;10;31;Yes;3889554;2642338;65056;50056;1178411
50;10;32;No;3889554;1418072;65056;50056;667051
50;10;32;Yes;3889554;2684405;65056;50056;1190341
50;10;33;No;3889554;1460127;65056;50056;678981
50;10;33;Yes;3889554;2726460;65056;50056;1202271
50;10;34;No;3889554;1502206;65056;50056;690911
50;10;34;Yes;3889554;2768539;65056;50056;1214201
50;10;35;No;3889554;1544260;65056;50056;702841
50;10;35;Yes;3889554;2810594;65056;50056;1226131
50;10;36;No;3889554;1586339;65056;50056;714771
50;10;36;Yes;3889554;2852673;65056;50056;1238061
50;10;37;No;3889554;1628394;65056;50056;726701
50;10;37;Yes;3889554;2894729;65056;50056;1249991
50;10;38;No;3889554;1670472;65056;50056;738631
50;10;38;Yes;3889554;2936808;65056;50056;1261921
50;10;39;No;3889554;1712539;65056;50056;750561
50;10;39;Yes;3889554;2978875;65056;50056;1273851
50;10;40;No;3889554;1754606;65056;50056;762491
50;10;40;Yes;3889554;3020942;65056;50056;1285781
50;10;41;No;3889554;1796660;65056;50056;774421
50;10;41;Yes;3889554;3062997;65056;50056;1297711
50;10;42;No;3889554;1838739;65056;50056;786351
50;10;42;Yes;3889554;3105076;65056;50056;1309641
50;10;43;No;3889554;1880794;65056;50056;798281
50;10;43;Yes;3889554;3147132;65056;50056;1321571
50;10;44;No;3889554;1922873;65056;50056;810211
50;10;44;Yes;3889554;3189211;65056;50056;1333501
50;10;45;No;3889554;1964927;65056;50056;822141
50;10;45;Yes;3889554;3231266;65056;50056;1345431
50;10;46;No;3889554;2007006;65056;50056;834071
50;10;46;Yes;3889554;3273345;65056;50056;1357361
50;10;47;No;3889554;2049073;65056;50056;846001
50;10;47;Yes;3889554;3315413;65056;50056;1369291
50;10;48;No;3889554;2091140;65056;50056;857931
50;10;48;Yes;3889554;3357480;65056;50056;1381221
50;10;49;No;3889554;2133195;65056;50056;869861
50;10;49;Yes;3889554;3399535;65056;50056;1393151
50;10;50;No;3889554;2175262;65056;50056;881791
50;10;50;Yes;3889554;3441603;65056;50056;1405081
50;10;51;No;3889554;2217316;65056;50056;893721
50;10;51;Yes;3889554;3483658;65056;50056;1417011
50;10;52;No;3889554;2259395;65056;50056;905651
50;10;52;Yes;3889554;3525737;65056;50056;1428941
50;10;53;No;3889554;2301450;65056;50056;917581
50;10;53;Yes;3889554;3567793;65056;50056;1440871
50;10;54;No;3889554;2343529;65056;50056;929511
50;10;54;Yes;3889554;3609872;65056;50056;1452801
50;10;55;No;3889554;2385596;65056;50056;941441
50;10;55;Yes;3889554;3651939;65056;50056;1464731
50;10;56;No;3889554;2427663;65056;50056;953371
50;10;56;Yes;3889554;3694007;65056;50056;1476661
50;10;57;No;3889554;2469718;65056;50056;965301
50;10;57;Yes;3889554;3736062;65056;50056;1488591
50;10;58;No;3889554;2511797;65056;50056;977231
50;10;58;Yes;3889554;3778142;65056;50056;1500521
50;10;59;No;3889554;2553852;65056;50056;989161
50;10;59;Yes;3889554;3820197;65056;50056;1512451
50;10;60;No;3889554;2595931;65056;50056;1001091
50;10;60;Yes;3889554;3862277;65056;50056;1524381
50;15;1;No;4111939;114004;65056;50056;318871
50;15;1;Yes;4111939;1482643;65056;50056;885166
50;15;2;No;4111939;156082;65056;50056;330801
50;15;2;Yes;4111939;1524722;65056;50056;897096
50;15;3;No;4111939;198148;65056;50056;342731
50;15;3;Yes;4111939;1566789;65056;50056;909026
50;15;4;No;4111939;240226;65056;50056;354661
50;15;4;Yes;4111939;1608867;65056;50056;920956
50;15;5;No;4111939;282268;65056;50056;366591
50;15;5;Yes;4111939;1650910;65056;50056;932886
50;15;6;No;4111939;324347;65056;50056;378521
50;15;6;Yes;4111939;1692989;65056;50056;944816
50;15;7;No;4111939;366413;65056;50056;390451
50;15;7;Yes;4111939;1735055;65056;50056;956746
50;15;8;No;4111939;408479;65056;50056;402381
50;15;8;Yes;4111939;1777122;65056;50056;968676
50;15;9;No;4111939;450533;65056;50056;414311
50;15;9;Yes;4111939;1819177;65056;50056;980606
50;15;10;No;4111939;492611;65056;50056;426241
50;15;10;Yes;4111939;1861256;65056;50056;992536
